Article ID,Generated keywords,Reference keywords,Matches,Match %
Boikov_IMS_2019,"имеет место, слоговым объемом, min, max, икте, объемные показатели, междуиктовых интервалов, стих, место ударение, слова",,,0.0
Boyarsky_IMS_2019,,"топонимы, омонимия, анализ текста, парсер, маркерные слова",,0.0
Boyarsky_IMS_2019,"слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название",,,0.0
Chekmeneva_IMS_2019,,"корпусная лингвистика, корпус текстов, метафора, концептуальная метафора, музыковедческий дискурс",,0.0
Chekmeneva_IMS_2019,"области цели, метафора, области, метафоры, музыка, слова, является, области источника, цели, метафора является",,,0.0
IMS2019_conv,"компьютерная лингвистика, the, the russian, вычислительные онтологии, университет итмо, and the, and, русского языка, russian, слова",,,0.0
Ivanova_IMS_2019,,"военные видеоигры, язык, контент-анализ, глаголы, риторика",,0.0
Ivanova_IMS_2019,"игры, глаголы, сша, мировой войны, первой мировой, видеоигры, видеоигр, военные игры, войны, играх",,,0.0
Khokhlova_IMS_2019,,"глагольные коллокации, корпус текстов, статистика, словари, меры ассоциации, оценка",,0.0
Khokhlova_IMS_2019,"результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, фишера, мер ассоциации, данных, например",,,0.0
Komarova_IMS_2019,,"корпусная лингвистика, английская фразеология, корпус соса, поисковый запрос, верификация фразеологизмов, частотность, нормативный вид, типичные трансформации, дидактические материалы",,0.0
Komarova_IMS_2019,"корпусе, фразеологизмов, корпусе соса, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, соса, корпусной лингвистики",,,0.0
Martynenko_IMS_2019,,"русский рассказ, ранговые распределения, ранговое среднее, индекс концентрации, синтаксические фигуры, правая и левая ширина, симметрия
куста, зеркальная симметрия, золотая симметрия, закон бехагеля",,0.0
Martynenko_IMS_2019,"предложения, членов предложения, фигур, табл, синтаксических фигур, мартыненко, бехагеля, предложения следует, структуры, членов",,,0.0
Masevich_IMS_2019,,"прилагательные цвета, классификация, семантическое поле, дистрибутивно-статистический анализ",,0.0
Masevich_IMS_2019,"прилагательных цвета, цвета, прилагательных, семантического поля, поля, семантических полей, семантическое поле, поле, полей, семантических",,,0.0
Mikoni_IMS_2019,,"определение понятия, валентность глагола, словообразовательное
гнездо, управление, устойчивость, тип связи, семантическая сеть",,0.0
Mikoni_IMS_2019,"управления, объекта управления, понятия, объекта, понятий, является, объект, система управления, субъект управления, определения",,,0.0
Moskvina_IMS_2019,,"русские предлоги, предложные конструкции, значения предлогов, корпусная лингвистика, база данных",,0.0
Moskvina_IMS_2019,"предлогов, данных, базы данных, предложных конструкций, конструкций, предлога, предложных, значения, базы, значения предлогов",,,0.0
Perminov_IMS_2019,,"прикладная онтология, пользовательские веб-интерфейсы, юзабилити, статическое тестирование",,0.0
Perminov_IMS_2019,"метрик, атрибут, интерфейса, является, взаимодействия, интерфейс, онтология, области, количество, owl",,,0.0
Popova_IMS_2019,,"устная речь, корпус, дискурс, прагматическое аннотирование, прагматические маркеры, метакоммуникация, метакоммуникативы, социальная роль, лингвистические корреляты",,0.0
Popova_IMS_2019,"прагматических маркеров, речи, маркеров, прагматических, говорящего, роли, корпусных данных, устной речи, единиц, социальных",,,0.0
Zhang_IMS_2019,,"языковая картина мира, концепт, визуализация знаний, интеллекткарта",,0.0
Zhang_IMS_2019,"империя, русского языка, языка, толковый словарь, семантических полей, интеллект-карты, словарь русского, словарь, sketch engine, является",,,0.0
Antipenko_IMS_2019,"слово, ассоциативный, социальный сеть, корпус, русский, русский язык, данные, ассоциативный словарь, модель, социальный",,,0.0
Boikov_IMS_2019,"слоговой объём, ударение, пропуск ударение, ударный слог, объём, стих, строка, место ударение, слоговой, слог",,,0.0
Boyarsky_IMS_2019,"слово, название, класс, маркерный слово, анализ, случай, топоним, целевой слово, текст, семантический омонимия",,,0.0
Chekmeneva_IMS_2019,"метафора, область, слово, являться, музыка, область цель, корпус, метафорический, исследование, концептуальный метафора",,,0.0
Ivanova_IMS_2019,"игра, видеоигра, военный, глагол, военный игра, являться, видеоигра военный, негативный, позитивный глагол, позитивный",,,0.0
Khokhlova_IMS_2019,"мера, результат, коэффициент, словосочетание, значение, корреляция, частота, частота совместный, большой, коллокация",,,0.0
Komarova_IMS_2019,"корпус, поиск, корпусный лингвистика, идиом, корпус соса, идиоматический выражение, корпусный, английский, разный, выражение",,,0.0
Martynenko_IMS_2019,"ранговый, ранговый распределение, фигура, член, член предложение, табл, структура, синтаксический фигура, закон, распределение",,,0.0
Masevich_IMS_2019,"семантический поле, прилагательное, прилагательное цвет, семантический, поле, цвет, член семантический, слово, цвета, корпус",,,0.0
Mikoni_IMS_2019,"управление, объект, управления, определение, объект управление, понятие, система, субъект управления, система управление, являться",,,0.0
Moskvina_IMS_2019,"предлог, база данные, значение, база, конструкция, данные, предложный, предложный конструкция, значение предлог, работа",,,0.0
Perminov_IMS_2019,"атрибут, пользователь, интерфейс, пользовательский, онтология, пользовательский интерфейс, являться, количество, качество, интерфейса",,,0.0
Popova_IMS_2019,"социальный роль, говорящий, прагматический маркер, роль, социальный, прагматический, маркер, свой, речевой, речь",,,0.0
Zhang_IMS_2019,"семантический поле, картина мир, империя, семантический, интеллект-карта, языковой картина, русский язык, поле, слово, являться",,,0.0
Bakhvalov_IMS_2020,,"проверка правописания, автоматическое исправление ошибок, генерация правил, детектирование ошибок",,0.0
Bakhvalov_IMS_2020,"ошибок, данных, правил, генерации правил, правила, набора данных, правило, ошибки, генерации, набора",,,0.0
Grebennikov_IMS_2020,,"корпус текстов, русский рассказ, стилеметрия, частотный словарь, распределение частот",,0.0
Grebennikov_IMS_2020,"русского языка, языка, рассказов, русских рассказов, целом, русского, корпуса, словарей, частотных, слов",,,0.0
Khokhlova_IMS_2020,,"глагольные коллокации, атрибутивные коллокации, машинное обучение, алгоритмы, корпусы текстов, русский язык",,0.0
Khokhlova_IMS_2020,"машинного обучения, словосочетаний, слова, машинного, обучения, русского языка, коллокаций, методы, слов, лексических конструкций",,,0.0
Korablinov_IMS_2020,,"вопросно-ответный поиск, базы знаний, графы знаний, сопоставление сущностей, краудсорсинг",,0.0
Korablinov_IMS_2020,"сущностей, вопросно-ответного поиска, знаний, сущности, данных, базам знаний, является, кандидатов, список, списка",,,0.0
Kuznetsova_IMS_2020,,"английский для специальных целей, биотехнология, лингвистические корпусы, контекст, освоение специальной лексики",,0.0
Kuznetsova_IMS_2020,"корпуса now, now, корпуса, специальных целей, слов, корпусов, биотехнология, студентов, соса, обучения",,,0.0
Mikoni_IMS_2020,,"слово, смысл, понятие, модель, свойство, базис, функция, операция, структура, отношение, аргумент.",,0.0
Mikoni_IMS_2020,"определения понятия, понятия, менеджмент качества, определения, слова, качества, понятий, менеджмент, подход, слов",,,0.0
Rogov_IMS_2020,,"атрибуция текстов, корпусная лингвистика, ф. м. достоевский, сильные позиции текста, дерево решений, n-грамма, частеречное распределение",,0.0
Rogov_IMS_2020,"текста, текстов, частей речи, сильных позициях, речи, достоевский, позиций текста, сильных, сильных позиций, существительное",,,0.0
Sokolova_IMS_2020,,"корпус с дискурсивной разметкой, теория риторических структур, риторические отношения",,0.0
Sokolova_IMS_2020,"например, корпуса ru-rstreebank, текстов, ru-rstreebank, текста, высшая школа, отношений, отношения, корпуса, разметки",,,0.0
Bakhvalov_IMS_2020,"правило, ошибка, набор, генерация правило, основать, набор данные, данные, генерация, категория, работа",,,0.0
Grebennikov_IMS_2020,"частотный словарь, русский, словарь, частотный, русский рассказ, русский язык, рассказ, корпус русский, корпус, материал",,,0.0
Khokhlova_IMS_2020,"векторный представление, метод, словосочетание, машинный, представление, коллокация, слово, машинный обучения, векторный, использовать",,,0.0
Korablinov_IMS_2020,"сущность, список, вопросно-ответный поиск, база знание, база, фрагмент, текст, являться, запрос, поиск",,,0.0
Kuznetsova_IMS_2020,"корпус now, корпус, использование корпус, now, использование, студент, корпус соса, специальный, слово, английский",,,0.0
Mikoni_IMS_2020,"определение понятие, определение, понятие, слово, подход, модель, качество, пояснять слово, пояснять, отношение",,,0.0
Rogov_IMS_2020,"текст, позиция текст, сильный позиция, часть речь, позиция, фрагмент текст, анализ, фрагмент, сильный, автор",,,0.0
Sokolova_IMS_2020,"текст, отношение, корпус ru-rstreebank, корпус, например, разметка корпус, ru-rstreebank, дискурсивный, разметка, дискурсивный разметка",,,0.0
Antopolskii_IMS_2021,,"лингвистические информационные ресурсы, инфраструктура, clarin. программа развития, сервисы, llod",,0.0
Antopolskii_IMS_2021,"лир, clarin, российских лир, данных, области лир, количество лир, например, использование лир, лингвистические, созданию лир",,,0.0
Boyarsky_IMS_2021,,"автоматический анализ текста, омонимия, словосочетания, лексические обороты, предложные группы",,0.0
Boyarsky_IMS_2021,"предложные обороты, слов, обороты, фраземы, оборотов, например, сочетанием слов, предложных оборотов, является, предложные",,,0.0
Chizhik_IMS_2021,,"тематическое моделирование, векторная модель, латентный
семантический анализ, латентное размещение дирихле, lda, lsa",,0.0
Chizhik_IMS_2021,"слов, данных, lda, lsa, количество слов, набор данных, тематического моделирования, темы, количество, набор",,,0.0
Golitsina_IMS_2021,,"обработка текста, извлечение фактов, онтология, таксономия
отношений, определение понятий",,0.0
Golitsina_IMS_2021,"элементарных фактов, определений понятий, отношений, поискового образа, например, определение понятия, определений, элементарных, связь, текста",,,0.0
IMS2021_conv,"род род, компьютерная лингвистика, вычислительные онтологии, университет итмо, the, компьютерная, род, онтологии, государственный университет, лир",,,0.0
Maksimov_IMS_2021,,"семантический поиск, обработка текста, графовые представления
онтологий, механизм поиска, аспектная проекция",,0.0
Maksimov_IMS_2021,"поиска, онтологии, позволяет, информационного поиска, вершин, механизмов поиска, графа онтологии, текста, механизма поиска, решения",,,0.0
Mengliev_IMS_2021,,"морфологический анализатор, узбекский язык, граммема, дериватема, квазиграммема",,0.0
Mengliev_IMS_2021,"узбекского языка, языка, узбекского, морфологического анализатора, база данных, морфологического, данных, морфоанализатора узбекского, анализатора, билан",,,0.0
Mikoni_IMS_2021,,"слово, смысл, понятие, понимание, ложно-ориентирующий термин, нейтральный термин",,0.0
Mikoni_IMS_2021,"понимания, понятия, является, термин, текста, определение понятия, смысл, термина, слова, слово",,,0.0
Antopolskii_IMS_2021,"лир, clarin, поиск, российский лир, инфраструктура, лингвистический, данных, инструмент, например, российский",,,0.0
Boyarsky_IMS_2021,"предложный оборот, фразем, предложный, оборот, слово, например, являться, предлог, слов, выполнять функция",,,0.0
Chizhik_IMS_2021,"слово, тематический, тематический моделирование, новостной, тема, новостной анонс, набор данные, lda, набор, lsa",,,0.0
Golitsina_IMS_2021,"элементарный факт, связь, определение, элементарный, поисковый образ, текст, отношение, поисковый, семантический, определение понятие",,,0.0
Maksimov_IMS_2021,"граф, механизм поиск, поиск, граф онтология, позволять, множество, механизм, текст, документ, модель механизм",,,0.0
Mengliev_IMS_2021,"узбекский язык, язык, узбекский, морфологический, база, грамматический, тюркский язык, анализатор, морфологический анализатор, база данные",,,0.0
Mikoni_IMS_2021,"термин, понимание, слово, смысл, понятие, определение, определение понятие, являться, научный, читатель",,,0.0
ChizhikEgorov_IMS_2022,"симптомов, пользователя, егоров введение, мультимодальные интеллектуальные, интеллектуальные ассистенты, данных, данные, задачи, взаимодействия, пациента","чат-бот, человеко-машинный диалог, векторизация текста, интента",,0.0
ChizhikMelnikovaZakharov_IMS_2022,"социального настроения, данных, тональности комментариев, настроения, настроение, тональности, комментариев, социальное настроение, рис, является","эмоциональное картирование, тематическое моделирование, оценка тональности, векторизация текста",,0.0
ChizhikMelnikova_IMS_2022,"данных, данные, текстовых данных, медицинских данных, медицинских, датасет, информации, симптомов, обработка текстовой, естественном языке","датасет, ner, анализ текста",датасет,33.33
Kogan_IMS_2022,"корпусной лингвистики, корпусной, подходов корпусной, лингвистики, оор, области корпусной, корпусов, корпуса, онлайн корпусов, корпусной лингводидактики","оор, онлайн корпуса, корпусная лингводидактика, дидактические материалы, повышение квалификации",оор,20.0
Maksimov_IMS_2022,"смысл, множество, например, объекта, рис, граф, текста, объект, значение, набор","семантика, смысл, семантическая информация",смысл,33.33
Solovyev_IMS_2022,"русского языка, языка, слов, русского, машинное обучение, респондентов, обоих видов, методика создания, создания семантических, словарь","словари русского языка, опросы носителей языка, машинное обучение, конкретность, абстрактность, позитивность, негативность",машинное обучение,14.29
Vissio_IMS_2022,"русских заимствований, якутского языка, заимствований, языка, рис, русских, модели, якутского, словоформ, якутских","якутский язык, русские заимствования, идентификация языка, 3-граммы, лексикография",,0.0
Bikova_IMS_2023,"эмо, текст, дзи, лемматизированный текст, пунктуацией, logistic regression, текста, пунктуации, bow, лемматизированный","анализ эмоций, эмоциональная окраска текста, эмо́дзи, машинное обучение, нейронные сети",,0.0
ChizhikEgorov_IMS_2023,"рис, данных, симптомов, пациентов, поэтому, симптома, модель, модели, является, логистической регрессии","здравоохранение, разговорный ии, языковые модели, человеко-машинный диалог",,0.0
Chizhik_IMS_2023,"точки зрения, текстов, таким образом, векторизации, анализа тональности, анализа, данных, тональности, социальных, слов","векторизация текстов, анализ тональности, социальные медиа",,0.0
Gavrilkina_IMS_2023,"отношений, ролей, роль, сущностей, роли, идентификации ролей, ролей сущностей, причина, определена роль, сущности","семантические роли, информационный поиск, автоматическая обработка текста, полнотекстовое индексирование",,0.0
Khodorkovsky_IMS_2023,"сущности, информации, информация, сведения, системы, свойства, деятельности, деятельности системы, свойства сущности, обозначение","сведения, информация, информационная коммуникация, данные, сигнал, преобразование информации, потенциальная информация","сведения, информация",28.57
Lokalina_IMS_2023,"слова, слова вообще, рис, конструкции, отсловасовсем, языка, рис., вообще, контекст, сказуемое","типические конструкции, устойчивая модель, интенсификатор, омонимия, конструкция",,0.0
Maksimov_IMS_2023,"информации, информация, свойства информации, свойства, свободной информации, свойство, взаимодействия, области, которое, связанной информации","фундаментальные свойства информации, атрибутивные свойства информации, прагматические свойства информации, свободная информация, связанная информация, информационные взаимодействия",,0.0
Melnichuk_IMS_2023,"русском языке, текста, текстов, модель, слов, суммаризации, модели, bleu, русском, языке","nlp, суммаризация, mbart, t5, gpt-3",,0.0
Tatur_IMS_2023,"названия, базы отдыха, оценок, названия торговой, сфере, торговой марки, неймингов, сфер, нейминга, сферах","классификация текстов, бренд, нейминг",,0.0
Belkin_IMS_2024,,отзывы пациентов поликлиник; открытые данные; яндекс карты; веб-скрапинг; естественная обработка языка; анализ тональности; тематическое моделирование,,0.0
Belkin_IMS_2024,"данных, отзывов, данные, отзывы, анализа тональности, набор данных, пользователей, тональности, количество, отзывах",,,0.0
MitrofanovaAdamova_IMS_2024,,"корпусная  лингвистика, материалы  конференций, разметка, ключевые слова, аннотации, тематическая разметка, именованные сущности",,0.0
MitrofanovaAdamova_IMS_2024,"ключевых выражений, текстов, ключевых, ims, корпуса, выражений, ims compling, корпуса ткикл, текста, ключевых слов",,,0.0
MitrofanovaGolubev_IMS_2024,,"корпусная  лингвистика, материалы  конференций, тематическое моделирование, метки тем, рубрикация",,0.0
MitrofanovaGolubev_IMS_2024,"меток, моделей, корпуса ткикл, темы, корпуса, генерации меток, nmf, помощью алгоритма, помощью, тематических моделей",,,0.0
Sukhan_IMS_2024,,"корпусная лингвистика, материалы конференций, графовый анализ, метаразметка, визуализация, информационный  поиск, онтологии, именованные сущности",,0.0
Sukhan_IMS_2024,"данных, корпуса, визуализации, графа, статей, например, авторов, визуализации метаданных, gephi, метаданных корпуса",,,0.0
Vybornaya_IMS_2024,,"русские предлоги, предложные конструкции, значение предлогов, синтаксемы, синтаксическая неоднозначность",,0.0
Vybornaya_IMS_2024,"предлог, предлогов, предложных конструкций, первообразных предлогов, конструкций, контекстов, синтаксемы, данных предложных, предлога, синтаксема",,,0.0
